,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
572,29,0,657,1,27,3,5,1,793,2,0,66,3,2,0,3,1,4335,25549,4,0,1,12,3,1,80,1,11,3,2,8,7,1,1
1286,40,0,616,1,2,2,1,1,1802,3,0,99,3,1,2,1,1,3377,25605,4,0,1,17,3,4,80,1,7,5,2,4,3,0,2
173,30,2,111,1,9,3,5,1,239,3,1,66,3,2,2,1,2,3072,11012,1,0,1,11,3,3,80,2,12,4,3,12,9,6,10
697,29,1,1404,2,20,3,2,1,974,3,0,84,3,1,6,4,1,2157,18203,1,0,1,15,3,2,80,1,3,5,3,3,1,0,2
340,37,0,1192,1,5,2,5,1,460,4,1,61,3,2,1,4,2,6347,23177,7,0,1,16,3,3,80,2,8,2,2,6,2,0,4
359,36,1,541,2,3,4,5,1,481,1,1,48,2,3,3,4,1,9699,7246,4,0,1,11,3,1,80,1,16,2,3,13,9,1,12
418,26,0,1349,1,23,3,1,1,560,1,0,90,3,1,7,4,2,2886,3032,1,0,1,22,4,2,80,2,3,3,1,3,2,0,2
1205,32,0,1259,1,2,4,1,1,1692,4,1,95,3,1,2,2,0,1393,24852,1,0,1,12,3,1,80,0,1,2,3,1,0,0,0
78,37,0,397,1,7,4,5,1,102,1,1,30,3,3,4,3,0,13664,25258,4,0,1,13,3,1,80,0,16,3,4,5,2,0,2
1271,21,0,337,2,7,1,4,1,1780,2,1,31,3,1,6,2,0,2679,4567,1,0,1,13,3,2,80,0,1,3,3,1,0,1,0
1207,55,0,1441,1,22,3,2,1,1694,1,1,94,2,1,7,2,2,3537,23737,5,0,1,12,3,4,80,1,8,1,3,4,2,1,2
1399,43,0,574,1,11,3,1,1,1971,1,1,30,3,3,0,3,1,7510,16873,1,0,1,17,3,2,80,1,10,1,3,10,9,0,9
677,49,0,527,1,8,2,3,1,944,1,0,51,3,3,2,2,1,7403,22477,4,0,1,11,3,3,80,1,29,3,2,26,9,1,7
487,20,0,959,1,1,3,1,1,657,4,0,83,2,1,7,2,0,2836,11757,1,0,1,13,3,4,80,0,1,0,4,1,0,0,0
594,29,0,1252,1,23,2,1,1,824,3,1,81,4,1,7,3,1,2700,23779,1,0,1,24,4,3,80,1,10,3,3,10,7,0,7
375,49,0,1261,1,7,3,3,1,499,2,1,31,2,3,0,3,0,10965,12066,8,0,1,24,4,3,80,0,26,2,3,5,2,0,0
729,35,0,583,1,25,4,5,1,1014,3,0,57,3,3,0,3,2,10388,6975,1,0,0,11,3,3,80,1,16,3,2,16,10,10,1
957,40,2,458,1,16,2,1,1,1340,3,1,74,3,1,7,3,2,3544,8532,9,0,1,16,3,2,80,1,6,0,3,4,2,0,0
911,25,1,599,2,24,1,1,1,1273,3,1,73,1,1,6,4,0,1118,8040,1,0,0,14,3,4,80,0,1,4,3,1,0,1,0
1223,47,1,1093,2,9,3,1,1,1716,3,1,82,1,4,3,3,1,12936,24164,7,0,1,11,3,3,80,0,25,3,1,23,5,14,10
1390,28,0,1404,1,17,3,2,1,1960,3,1,32,2,1,2,4,2,2367,18779,5,0,1,12,3,1,80,1,6,2,2,4,1,0,3
1280,37,0,1239,0,8,2,3,1,1794,3,1,89,3,2,5,2,2,4071,12832,2,0,1,13,3,3,80,0,19,4,2,10,0,4,7
762,26,1,342,1,2,3,1,1,1053,1,1,57,3,1,7,1,1,2042,15346,6,0,0,14,3,2,80,1,6,2,3,3,2,1,2
1441,56,2,667,1,1,4,1,1,2026,3,1,57,3,2,0,3,2,6306,26236,1,0,1,21,4,1,80,1,13,2,2,13,12,1,9
332,54,1,928,1,20,4,1,1,450,4,0,31,3,2,7,3,0,4869,16885,3,0,1,12,3,4,80,0,20,4,2,4,3,0,3
910,23,0,373,1,1,2,1,1,1270,4,1,47,3,1,7,3,1,1223,16901,1,0,1,22,4,4,80,1,1,2,3,1,0,0,1
744,37,0,1141,1,11,2,5,1,1033,1,0,61,1,2,0,2,1,4777,14382,5,0,1,15,3,1,80,0,15,2,1,1,0,0,0
246,33,0,832,1,5,4,1,1,338,3,0,63,2,1,7,4,1,2911,14776,1,0,1,13,3,3,80,1,2,2,2,2,2,0,2
607,49,0,1184,2,11,3,4,1,840,3,0,43,3,3,3,4,1,7654,5860,1,0,1,18,3,1,80,2,9,3,4,9,8,7,7
90,40,1,530,1,1,4,1,1,119,3,1,78,2,4,0,2,1,13503,14115,1,0,1,22,4,4,80,1,22,3,2,22,3,11,11
660,58,1,781,1,2,1,1,1,918,4,1,57,2,1,2,4,2,2380,13384,9,0,0,14,3,4,80,1,3,3,2,1,0,0,0
115,37,0,1189,2,3,3,1,1,152,3,1,87,3,3,3,4,0,7428,14506,2,0,1,12,3,1,80,0,12,3,3,5,3,1,3
1065,55,0,1229,1,4,4,1,1,1501,4,1,30,3,2,0,3,1,4035,16143,0,0,0,16,3,2,80,0,4,2,3,3,2,1,2
53,35,2,1097,1,11,2,5,1,70,3,1,79,2,3,0,1,1,9884,8302,2,0,0,13,3,3,80,1,10,3,3,4,0,2,3
414,24,0,1448,2,1,1,2,1,554,1,0,62,3,1,6,2,0,3202,21972,1,0,0,16,3,2,80,0,6,4,3,5,3,1,4
1199,36,0,1351,1,26,4,1,1,1682,1,1,80,3,2,0,3,1,5347,7419,6,0,1,14,3,2,80,2,10,2,2,3,2,0,2
830,41,0,167,1,12,4,1,1,1158,2,1,46,3,1,2,4,1,4766,9051,3,0,0,11,3,1,80,1,6,4,3,1,0,0,0
468,52,0,956,1,6,2,2,1,630,4,1,78,3,2,7,1,2,5577,22087,3,0,0,12,3,2,80,2,18,3,3,10,9,6,9
1368,34,1,735,1,22,4,3,1,1932,3,1,86,2,2,7,4,1,5747,26496,1,0,0,15,3,2,80,0,16,3,3,15,10,6,11
35,43,0,1273,1,2,2,5,1,46,4,0,72,4,1,7,3,2,2645,21923,1,0,1,12,3,4,80,2,6,3,2,5,3,1,4
1069,28,0,1423,1,1,3,1,1,1506,1,1,72,2,1,7,3,2,1563,12530,1,0,1,14,3,4,80,1,1,2,1,1,0,0,0
939,32,0,1089,1,7,2,1,1,1309,4,1,79,3,2,2,3,1,4883,22845,1,0,1,18,3,1,80,1,10,3,3,10,4,1,1
592,47,0,202,1,2,2,3,1,820,3,0,33,3,4,8,4,1,16752,12982,1,0,0,11,3,3,80,1,26,3,2,26,14,3,0
527,32,0,929,2,10,3,4,1,722,4,1,55,3,2,3,4,0,5396,21703,1,0,1,12,3,4,80,0,10,2,2,10,7,0,8
1264,55,0,478,1,2,3,5,1,1770,3,1,60,2,5,4,1,1,19038,19805,8,0,1,12,3,2,80,3,34,2,3,1,0,0,0
353,37,0,1319,1,6,3,5,1,474,3,1,51,4,2,7,1,2,5974,17001,4,0,0,13,3,1,80,2,13,2,3,7,7,6,7
413,42,1,1368,1,28,4,2,1,551,4,0,88,2,2,0,4,1,4523,4386,0,0,1,11,3,4,80,3,7,4,4,6,5,0,4
1461,50,0,410,2,28,3,4,1,2055,4,1,39,2,3,3,1,2,10854,16586,4,0,0,13,3,2,80,1,20,3,3,3,2,2,0
1290,34,1,234,1,9,4,1,1,1807,4,1,93,3,2,2,1,1,5346,6208,4,0,1,17,3,3,80,1,11,3,2,7,1,0,7
1364,28,1,783,2,1,2,1,1,1927,3,1,42,2,2,3,4,1,6834,19255,1,0,0,12,3,3,80,1,7,2,3,7,7,0,7
865,30,0,1329,2,29,4,1,1,1211,3,1,61,3,2,3,1,2,4115,13192,8,0,1,19,3,3,80,3,8,3,3,4,3,0,3
1242,40,0,611,2,7,4,5,1,1740,2,1,88,3,5,8,2,0,19833,4349,1,0,1,14,3,2,80,0,21,3,2,21,8,12,8
1267,34,2,1375,2,10,3,1,1,1774,4,1,87,3,2,3,3,2,4001,12313,1,0,0,14,3,3,80,1,15,3,3,15,14,0,7
1117,34,0,1351,1,1,4,1,1,1580,2,1,45,3,2,7,4,1,5484,13008,9,0,1,17,3,2,80,1,9,3,2,2,2,2,1
895,31,0,1332,1,11,2,5,1,1251,3,1,80,3,2,0,1,1,6833,17089,1,0,0,12,3,4,80,0,6,2,2,6,5,0,1
741,42,0,265,2,5,2,4,1,1029,4,1,90,3,5,8,3,1,18303,7770,6,0,1,13,3,2,80,0,21,3,4,1,0,0,0
555,29,0,1090,2,10,3,4,1,766,4,1,83,3,1,6,2,2,2297,17967,1,0,1,14,3,4,80,2,2,2,3,2,2,2,2
352,48,0,530,2,29,1,5,1,473,1,0,91,3,3,8,3,1,12504,23978,3,0,1,21,4,2,80,1,15,3,1,0,0,0,0
179,38,0,1380,1,9,2,1,1,245,3,0,75,3,1,2,4,0,2288,6319,1,0,1,12,3,3,80,0,2,3,3,2,2,2,1
